911343.SAMN09980507__specI_v4_34013.fasta,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Erwiniaceae,g__Buchnera,s__Buchnera-aphidicola
1005058.SAMN02604222__specI_v4_00638.fasta,p__Pseudomonadota,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Gallibacterium,s__Gallibacterium
1005395.SAMN02472262__specI_v4_06684.fasta,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__Pseudomonas-bharatica
1005928.SAMN04487859__specI_v4_16029.fasta,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Roseobacteraceae,g__Roseovarius,s__Roseovarius-lutimaris
1005994.SAMN02743388__specI_v4_02087.fasta,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Trabulsiella,s__Trabulsiella-guamensis
1005995.SAMN02199042__specI_v4_03510.fasta,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Erwiniaceae,g__Tatumella,s__Tatumella-ptyseos
1005999.SAMN02440792__specI_v4_04622.fasta,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Budviciaceae,g__Leminorella,s__Leminorella-grimontii
1006000.SAMN02743264__specI_v4_01778.fasta,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Kluyvera,s__Kluyvera-ascorbata
1006004.SAMN02742621__specI_v4_04623.fasta,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Buttiauxella,s__Buttiauxella-agrestis
1006623.SAMN07981412__specI_v4_38586.fasta,p__Pseudomonadota,c__Gammaproteobacteria,o__Aeromonadales,f__Aeromonadaceae,g__Aeromonas,s__Aeromonas-cavernicola
1007099.SAMN05216287__specI_v4_05090.fasta,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__Pseudomonas-kuykendallii
2597356.SAMN12305673__specI_v4_11325.fasta,p__Pseudomonadota,c__Betaproteobacteria,o__Burkholderiales,f__Alcaligenaceae,g__Pusillimonas,s__Pusillimonas-sp.
1008884.SAMEA6955399__specI_v4_07614.fasta,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,g__Telmatospirillum,s__uncultured-Telmatospirillum-sp.
1906741.SAMN05862066__specI_v4_22090.fasta,p__Pseudomonadota,c__Betaproteobacteria,o__Neisseriales,f__Chromobacteriaceae,g__Jeongeupia,s__Jeongeupia-sp.
460265.SAMN00000043__specI_v4_18154.fasta,p__Pseudomonadota,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Methylobacteriaceae,g__Methylobacterium,s__Methylobacterium
1010611.SAMN06265173__specI_v4_15680.fasta,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Roseobacteraceae,g__Thalassobius,s__Thalassobius-litoralis
1017181.SAMN14650886__specI_v4_06257.fasta,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,g__Gluconacetobacter,s__Gluconacetobacter-asukensis
1026882.SAMN02469574__specI_v4_05121.fasta,p__Pseudomonadota,c__Gammaproteobacteria,o__Thiotrichales,f__Piscirickettsiaceae,g__Methylophaga,s__Methylophaga-aminisulfidivorans
102862.SAMN13450404__specI_v4_24418.fasta,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Morganellaceae,g__Proteus,s__Proteus-penneri
1028742.SAMN13631579__specI_v4_30636.fasta,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Erythrobacteraceae,g__Pontixanthobacter,s__Pontixanthobacter-gangjinensis
1028752.SAMN14403888__specI_v4_29413.fasta,p__Pseudomonadota,c__Gammaproteobacteria,o__Alteromonadales,f__Shewanellaceae,g__Shewanella,s__Shewanella-aestuarii
399.SAMN12787336__specI_v4_04903.fasta,p__Pseudomonadota,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Rhizobiaceae,g__Neorhizobium,s__Neorhizobium-galegae
1397282.SAMN02729860__specI_v4_19947.fasta,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__Pseudomonas-sp.
1029756.SAMN02641510__specI_v4_33687.fasta,p__Pseudomonadota,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Hyphomicrobiaceae,g__Hyphomicrobium,s__Hyphomicrobium-nitrativorans
1221303.SAMN02471257__specI_v4_01665.fasta,p__Pseudomonadota,c__Gammaproteobacteria,o__Moraxellales,f__Moraxellaceae,g__Acinetobacter,s__Acinetobacter-sp.
2492837.SAMN10496452__specI_v4_07250.fasta,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__Sphingomonas-sp.
1030841.SAMN02299456__specI_v4_06393.fasta,p__Pseudomonadota,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Neisseria,s__Neisseria-wadsworthii
1031538.SAMN12684172__specI_v4_11754.fasta,p__Pseudomonadota,c__Gammaproteobacteria,o__Oceanospirillales,f__Oceanospirillaceae,g__Neptunomonas,s__Neptunomonas-concharum
1031541.SAMN05421757__specI_v4_15646.fasta,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Roseobacteraceae,g__Tropicimonas,s__Tropicimonas-sediminicola
1031594.SAMN09074687__specI_v4_07218.fasta,p__Pseudomonadota,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Extensimonas,s__Extensimonas-vulgaris
1032.SAMN18614031__specI_v4_33067.fasta,p__Pseudomonadota,c__Gammaproteobacteria,o__Thiotrichales,f__Thiotrichaceae,g__Thiothrix,s__Thiothrix-sp.
1032488.SAMN02299457__specI_v4_13160.fasta,p__Pseudomonadota,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Neisseria,s__Neisseria-shayeganii
1032623.SAMN09064533__specI_v4_12581.fasta,p__Pseudomonadota,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Otariodibacter,s__Otariodibacter-oris
1033741.SAMEA3246152__specI_v4_06486.fasta,p__Pseudomonadota,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Methylobacteriaceae,g__Microvirga,s__Microvirga-massiliensis
1033802.SAMN02472183__specI_v4_38637.fasta,p__Pseudomonadota,c__Gammaproteobacteria,o__Salinisphaerales,f__Salinisphaeraceae,g__Salinisphaera,s__Salinisphaera-shabanensis
1033846.SAMN04917425__specI_v4_01832.fasta,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Marinobacteraceae,g__Marinobacter,s__Marinobacter-adhaerens
1079455.SAMN02441033__specI_v4_00142.fasta,p__Pseudomonadota,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Rhizobiaceae,g__Rhizobium,s__Rhizobium-leguminosarum
1034471.SAMN05817834__specI_v4_19905.fasta,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Morganellaceae,g__Xenorhabdus,s__Xenorhabdus-ishibashii
1884311.SAMN05518853__specI_v4_06540.fasta,p__Pseudomonadota,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Variovorax,s__Variovorax-sp.
1034943.SAMEA2610544__specI_v4_11393.fasta,p__Pseudomonadota,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae,g__Legionella,s__Legionella-massiliensis
1034944.SAMEA2271965__specI_v4_35971.fasta,p__Pseudomonadota,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae,g__Legionella,s__Legionella-tunisiensis
1035067.SAMN18148366__specI_v4_35030.fasta,p__Pseudomonadota,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Phyllobacteriaceae,g__Aminobacter,s__Aminobacter-anthyllidis
1035188.SAMN00621708__specI_v4_03736.fasta,p__Pseudomonadota,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Haemophilus,s__Haemophilus-pittmaniae
751586.SAMN02469913__specI_v4_00869.fasta,p__Pseudomonadota,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Brevundimonas,s__Brevundimonas-diminuta
1035707.SAMN05216552__specI_v4_16003.fasta,p__Pseudomonadota,c__Betaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Pseudoduganella,s__Pseudoduganella-namucuonensis
1036180.SAMN02927932__specI_v4_32427.fasta,p__Pseudomonadota,c__Betaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Pseudoduganella,s__Pseudoduganella-lurida
1424334.SAMN02404614__specI_v4_33669.fasta,p__Pseudomonadota,c__Betaproteobacteria,o__Burkholderiales,f__Alcaligenaceae,g__Advenella,s__Advenella-kashmirensis
1929465.SAMN06142981__specI_v4_08958.fasta,p__Pseudomonadota,c__Gammaproteobacteria,o__Alteromonadales,f__Idiomarinaceae,g__Idiomarina,s__Idiomarina-sp.
1036778.SAMN04488115__specI_v4_16225.fasta,p__Pseudomonadota,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Boseaceae,g__Bosea,s__Bosea-lathyri
1036779.SAMN04515666__specI_v4_13199.fasta,p__Pseudomonadota,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Boseaceae,g__Bosea,s__Bosea-lupini
1037362.SAMN07621378__specI_v4_12208.fasta,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Roseobacteraceae,g__Pelagimonas,s__Pelagimonas-phthalicica
1037889.SAMN13781051__specI_v4_30596.fasta,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Roseobacteraceae,g__Profundibacterium,s__Profundibacterium
1038858.SAMN02440776__specI_v4_33827.fasta,p__Pseudomonadota,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Xanthobacteraceae,g__Azorhizobium,s__Azorhizobium-doebereinerae
1038859.SAMN02441128__specI_v4_04699.fasta,p__Pseudomonadota,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Nitrobacteraceae,g__Bradyrhizobium,s__Bradyrhizobium-murdochi
1038860.SAMN02441450__specI_v4_06845.fasta,p__Pseudomonadota,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Nitrobacteraceae,g__Bradyrhizobium,s__Bradyrhizobium-elkanii
1079467.SAMN02440784__specI_v4_00530.fasta,p__Pseudomonadota,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Nitrobacteraceae,g__Bradyrhizobium,s__Bradyrhizobium-japonicum
189753.SAMN02441127__specI_v4_33819.fasta,p__Pseudomonadota,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Nitrobacteraceae,g__Bradyrhizobium,s__Bradyrhizobium-sp.
1038870.SAMN02440788__specI_v4_04700.fasta,p__Pseudomonadota,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Paraburkholderia,s__Paraburkholderia-mimosarum
587753.SAMN19998405__specI_v4_02076.fasta,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__Pseudomonas-chlororaphis
104097.SAMN13343659__specI_v4_29532.fasta,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,g__Acetobacter,s__Acetobacter-estunensis
104098.SAMD00097238__specI_v4_06773.fasta,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,g__Acetobacter,s__Acetobacter-peroxydans
1040982.SAMN02441449__specI_v4_12374.fasta,p__Pseudomonadota,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Phyllobacteriaceae,g__Mesorhizobium,s__Mesorhizobium-loti
1040983.SAMN02441124__specI_v4_07052.fasta,p__Pseudomonadota,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Phyllobacteriaceae,g__Mesorhizobium,s__Mesorhizobium-erdmanii
2744522.SAMD00233076__specI_v4_09456.fasta,p__Pseudomonadota,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Phyllobacteriaceae,g__Mesorhizobium,s__Mesorhizobium-sp.
104100.SAMN13343647__specI_v4_02617.fasta,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,g__Acetobacter,s__Acetobacter-lovaniensis
104101.SAMN02866229__specI_v4_03994.fasta,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,g__Acetobacter,s__Acetobacter-indonesiensis
1041139.SAMN02256420__specI_v4_02358.fasta,p__Pseudomonadota,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Rhizobiaceae,g__Rhizobium,s__Rhizobium-giardinii
1041146.SAMN02441564__specI_v4_04747.fasta,p__Pseudomonadota,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Rhizobiaceae,g__Rhizobium,s__Rhizobium-sullae
1041147.SAMN02441532__specI_v4_03101.fasta,p__Pseudomonadota,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Rhizobiaceae,g__Rhizobium,s__Rhizobium-leucaenae
1041148.SAMN02441594__NoSpeciesID.fasta,p__Pseudomonadota,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Rhizobiaceae,g__Sinorhizobium,s__Sinorhizobium-medicae
2490847.SAMN10475388__specI_v4_34341.fasta,p__Pseudomonadota,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Rhizobiaceae,g__Ensifer,s__Ensifer-sp.
1041641.SAMD00245612__specI_v4_26091.fasta,p__Pseudomonadota,c__Betaproteobacteria,o__Neisseriales,f__Chromobacteriaceae,g__Jeongeupia,s__Jeongeupia-chitinilytica
1042.SAMN07618694__NoSpeciesID.fasta,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Erythrobacteraceae,g__Erythrobacter,s__Erythrobacter-sp.
1714300.SAMD00045271__specI_v4_26292.fasta,p__Pseudomonadota,c__Gammaproteobacteria,o__Oceanospirillales,f__Oceanospirillaceae,g__Marinobacterium,s__Marinobacterium
260552.SAMN19953130__specI_v4_07384.fasta,p__Pseudomonadota,c__Gammaproteobacteria,o__Cellvibrionales,f__Microbulbiferaceae,g__Microbulbifer,s__Microbulbifer-agarilyticus
1317116.SAMN07274259__specI_v4_15455.fasta,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Roseobacteraceae,g__Oceanicola,s__Oceanicola-sp.
1044.SAMN02737001__specI_v4_32509.fasta,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Erythrobacteraceae,g__Erythrobacter,s__Erythrobacter-longus
1044999.SAMN01939134__specI_v4_06555.fasta,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Erwiniaceae,g__Erwinia,s__Erwinia-tracheiphila
1045317.SAMN15892356__specI_v4_26353.fasta,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__Sphingomonas-lutea
1045558.SAMN04095071__specI_v4_09686.fasta,p__Pseudomonadota,c__Gammaproteobacteria,o__Oceanospirillales,f__Oceanospirillaceae,g__Neptunomonas,s__Neptunomonas-qingdaonensis
1045855.SAMN02603133__specI_v4_07333.fasta,p__Pseudomonadota,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Pseudoxanthomonas,s__Pseudoxanthomonas-spadix
104609.SAMD00318914__specI_v4_02516.fasta,p__Pseudomonadota,c__Gammaproteobacteria,o__Vibrionales,f__Vibrionaceae,g__Vibrio,s__Vibrio-penaeicida
768491.SAMN02256518__specI_v4_00771.fasta,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Yersiniaceae,g__Serratia,s__Serratia-sp.
575588.SAMN02463731__specI_v4_00413.fasta,p__Pseudomonadota,c__Gammaproteobacteria,o__Moraxellales,f__Moraxellaceae,g__Acinetobacter,s__Acinetobacter-lwoffii
1048642.SAMN08100113__specI_v4_12405.fasta,p__Pseudomonadota,c__Gammaproteobacteria,o__Alteromonadales,f__Idiomarinaceae,g__Aliidiomarina,s__Aliidiomarina-shirensis
1049.SAMN07535030__specI_v4_23403.fasta,p__Pseudomonadota,c__Gammaproteobacteria,o__Chromatiales,f__Chromatiaceae,g__Allochromatium,s__Allochromatium-vinosum
1049199.SAMN05421843__specI_v4_36210.fasta,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Roseobacteraceae,g__Litoreibacter,s__Litoreibacter-meonggei
1050370.SAMEA4028359__specI_v4_28224.fasta,p__Pseudomonadota,c__Betaproteobacteria,o__Burkholderiales,f__unclassified-Burkholderiales-family,g__Thiomonas,s__Thiomonas-sp.
359.SAMN14165590__specI_v4_08149.fasta,p__Pseudomonadota,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Rhizobiaceae,g__Agrobacterium,s__Agrobacterium
1191309.SAMN02470478__specI_v4_00108.fasta,p__Pseudomonadota,c__Gammaproteobacteria,o__Vibrionales,f__Vibrionaceae,g__Vibrio,s__Vibrio-splendidus
1051646.SAMN02951905__specI_v4_02154.fasta,p__Pseudomonadota,c__Gammaproteobacteria,o__Vibrionales,f__Vibrionaceae,g__Vibrio,s__Vibrio-tubiashii
1051985.SAMN02470907__specI_v4_02160.fasta,p__Pseudomonadota,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Neisseria,s__Neisseria-weaveri
1052.SAMD00046889__specI_v4_13594.fasta,p__Pseudomonadota,c__Gammaproteobacteria,o__Chromatiales,f__Ectothiorhodospiraceae,g__Halorhodospira,s__Halorhodospira-halochloris
105219.SAMN08238600__specI_v4_01146.fasta,p__Pseudomonadota,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Ralstonia,s__Ralstonia-mannitolilytica
1053.SAMN07156357__specI_v4_09548.fasta,p__Pseudomonadota,c__Gammaproteobacteria,o__Chromatiales,f__Ectothiorhodospiraceae,g__Halorhodospira,s__Halorhodospira-halophila
1053551.SAMN07311657__specI_v4_04340.fasta,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,g__Komagataeibacter,s__Komagataeibacter-sucrofermentans
1053647.SAMN10284718__specI_v4_36049.fasta,p__Pseudomonadota,c__Gammaproteobacteria,o__Oceanospirillales,f__Oceanospirillaceae,g__Marinomonas,s__Marinomonas-hwangdonensis
189385.SAMEA3723484__specI_v4_16526.fasta,p__Pseudomonadota,c__Betaproteobacteria,o__unclassified-Betaproteobacteria-order,f__unclassified-Betaproteobacteria-family,g__Candidatus-Tremblaya,s__Candidatus-Tremblaya-princeps
1054.SAMN07535032__specI_v4_38344.fasta,p__Pseudomonadota,c__Gammaproteobacteria,o__Chromatiales,f__Ectothiorhodospiraceae,g__Ectothiorhodospira,s__Ectothiorhodospira-shaposhnikovii
1054138.SAMEA8498379__specI_v4_40536.fasta,p__Pseudomonadota,c__Alphaproteobacteria,o__Maricaulales,f__Robiginitomaculaceae,g__Hellea,s__uncultured-Hellea-sp.
1054202.SAMN08777526__specI_v4_18180.fasta,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Paracoccaceae,g__Rhodobacter,s__Rhodobacter-viridis
1909293.SAMN08179896__specI_v4_37574.fasta,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,g__unclassified-Acetobacteraceae-genus,s__Acetobacteraceae-bacterium
1054497.SAMD00245614__specI_v4_26087.fasta,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Paracoccaceae,g__Gemmobacter,s__Gemmobacter-lanyuensis
1054498.SAMN09075503__specI_v4_37448.fasta,p__Pseudomonadota,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Rivicola,s__Rivicola-pingtungensis
1054996.SAMN05444414__specI_v4_15863.fasta,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Roseobacteraceae,g__Roseovarius,s__Roseovarius-marisflavi
1055101.SAMN12612893__specI_v4_01772.fasta,p__Pseudomonadota,c__Gammaproteobacteria,o__Oceanospirillales,f__Halomonadaceae,g__Cobetia,s__Cobetia-pacifica
1055468.SAMN13220235__specI_v4_30968.fasta,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__Pseudomonas-karstica
105559.SAMN02598531__specI_v4_16996.fasta,p__Pseudomonadota,c__Gammaproteobacteria,o__Chromatiales,f__Chromatiaceae,g__Nitrosococcus,s__Nitrosococcus-watsonii
1056496.SAMN09398993__specI_v4_04680.fasta,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Stutzerimonas,s__[Pseudomonas]-nosocomialis
1056820.SAMN02256427__specI_v4_03152.fasta,p__Pseudomonadota,c__Gammaproteobacteria,o__Cellvibrionales,f__Cellvibrionaceae,g__Teredinibacter,s__Teredinibacter-turnerae
1057.SAMN07535015__specI_v4_09564.fasta,p__Pseudomonadota,c__Gammaproteobacteria,o__Chromatiales,f__Chromatiaceae,g__Thiococcus,s__Thiococcus-pfennigii
1058.SAMN05421783__specI_v4_39285.fasta,p__Pseudomonadota,c__Gammaproteobacteria,o__Chromatiales,f__Chromatiaceae,g__Thiocapsa,s__Thiocapsa-roseopersicina
1061.SAMN11509942__specI_v4_18179.fasta,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Paracoccaceae,g__Rhodobacter,s__Rhodobacter-capsulatus
106147.SAMN14792869__specI_v4_28165.fasta,p__Pseudomonadota,c__Betaproteobacteria,o__Burkholderiales,f__Alcaligenaceae,g__Pelistega,s__Pelistega-europaea
1884310.SAMN05519105__specI_v4_23653.fasta,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Paracoccaceae,g__Rhodobacter,s__Rhodobacter-sp.
1063.SAMN10285752__specI_v4_35916.fasta,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Paracoccaceae,g__Cereibacter,s__Cereibacter-sphaeroides
1064514.SAMN07535007__specI_v4_23409.fasta,p__Pseudomonadota,c__Gammaproteobacteria,o__Chromatiales,f__Chromatiaceae,g__Lamprobacter,s__Lamprobacter-modestohalophilus
1064518.SAMN16262010__specI_v4_24954.fasta,p__Pseudomonadota,c__Betaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Noviherbaspirillum,s__Noviherbaspirillum-soli
106592.SAMN21155892__specI_v4_03393.fasta,p__Pseudomonadota,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Rhizobiaceae,g__Ensifer,s__Ensifer-adhaerens
1066.SAMN07535013__specI_v4_06543.fasta,p__Pseudomonadota,c__Betaproteobacteria,o__Rhodocyclales,f__Rhodocyclaceae,g__Rhodocyclus,s__Rhodocyclus-tenuis
1067.SAMN07156364__specI_v4_23293.fasta,p__Pseudomonadota,c__Betaproteobacteria,o__Rhodocyclales,f__Rhodocyclaceae,g__Rhodocyclus,s__Rhodocyclus-purpureus
1069.SAMN06335527__specI_v4_08277.fasta,p__Pseudomonadota,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Hyphomicrobiaceae,g__Rhodomicrobium,s__Rhodomicrobium-vannielii
1069161.SAMD00245613__specI_v4_36276.fasta,p__Pseudomonadota,c__Betaproteobacteria,o__Neisseriales,f__Chromobacteriaceae,g__Vogesella,s__Vogesella-fluminis
1070130.SAMEA3725906__specI_v4_16492.fasta,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Candidatus-Gullanella,s__Candidatus-Gullanella-endobia
1070431.SAMN12025538__specI_v4_10222.fasta,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingosinicellaceae,g__Polymorphobacter,s__Polymorphobacter-multimanifer
1071.SAMN07156363__specI_v4_38115.fasta,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,g__Rhodopila,s__Rhodopila-globiformis
1071679.SAMN02671719__specI_v4_11582.fasta,p__Pseudomonadota,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Caballeronia,s__Caballeronia-grimmiae
